dataset,path,method,target_id,donor_id,label_real,anomaly_score,predictive_mean,predictive_std,embedding_norm,fps,face_any_miss,face_miss_fraction,center_x_jitter,center_y_jitter,width_jitter,height_jitter
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0000.mp4,real/Real_WEB,id11,,1,-1.958309531211853,1.958309531211853,0.0,80.18683624267578,30.0,1.0,0.171875,0.0036049899645149708,0.0032778107561171055,0.0036051743663847446,0.0032446568366140127
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0001.mp4,real/Real_WEB,id11,,1,-3.0227837562561035,3.0227837562561035,0.0,124.65945434570312,30.0,0.0,0.0,0.0018774664495140314,0.004125622566789389,0.00217396579682827,0.004078359808772802
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0002.mp4,real/Real_WEB,id11,,1,-2.6112494468688965,2.6112494468688965,0.0,102.36068725585938,30.0,0.0,0.0,0.0034965272061526775,0.003571773413568735,0.0019384012557566166,0.0037449912633746862
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0003.mp4,real/Real_WEB,id11,,1,-3.449439525604248,3.449439525604248,0.0,160.27110290527344,30.0,0.0,0.0,0.0029725320637226105,0.0053577427752316,0.002715419977903366,0.005159297958016396
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0004.mp4,real/Real_WEB,id11,,1,2.4681687355041504,-2.4681687355041504,0.0,132.2876739501953,30.0,1.0,0.109375,0.0013047992251813412,0.0021275177132338285,0.0012370327021926641,0.00235036201775074
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0005.mp4,real/Real_WEB,id11,,1,-6.162409782409668,6.162409782409668,0.0,126.64990997314453,30.0,0.0,0.0,0.004915846511721611,0.008622178807854652,0.0021134614944458008,0.004015576560050249
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0006.mp4,real/Real_WEB,id11,,1,-0.8009033203125,0.8009033203125,0.0,117.63890838623047,30.0,0.0,0.0,0.0025651436299085617,0.007275477983057499,0.002174573950469494,0.004131691064685583
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0007.mp4,real/Real_WEB,id11,,1,-6.432243347167969,6.432243347167969,0.0,106.99103546142578,30.0,0.0,0.0,0.005318992305546999,0.021021172404289246,0.010252312757074833,0.01947939209640026
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0008.mp4,real/Real_WEB,id11,,1,-1.2528992891311646,1.2528992891311646,0.0,118.46968078613281,30.0,0.0,0.0,0.013133992440998554,0.06439084559679031,0.03941633924841881,0.07489104568958282
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0009.mp4,real/Real_WEB,id11,,1,-4.243978500366211,4.243978500366211,0.0,106.2683334350586,30.0,0.0,0.0,0.00226307800039649,0.00283466256223619,0.0014639711007475853,0.0027815450448542833
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0010.mp4,real/Real_WEB,id11,,1,-2.744513988494873,2.744513988494873,0.0,79.9448471069336,30.0,0.0,0.0,0.007890661247074604,0.006005513481795788,0.002705232473090291,0.004198521375656128
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0000.mp4,real/Real_WEB,id22,,1,-1.929614782333374,1.929614782333374,0.0,134.55984497070312,30.0,1.0,0.234375,0.005235231015831232,0.004875297658145428,0.00801982544362545,0.014253723435103893
