dataset,path,method,target_id,donor_id,label_real,anomaly_score,predictive_mean,predictive_std,embedding_norm,fps,face_any_miss,face_miss_fraction,center_x_jitter,center_y_jitter,width_jitter,height_jitter
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0000.mp4,real/Real_WEB,id11,,1,1.3063831329345703,-1.3063831329345703,0.0,97.82161712646484,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0001.mp4,real/Real_WEB,id11,,1,-0.6579779386520386,0.6579779386520386,0.0,177.46969604492188,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0002.mp4,real/Real_WEB,id11,,1,4.768999099731445,-4.768999099731445,0.0,124.61233520507812,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0003.mp4,real/Real_WEB,id11,,1,0.07937631011009216,-0.07937631011009216,0.0,131.22952270507812,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0004.mp4,real/Real_WEB,id11,,1,1.8593356609344482,-1.8593356609344482,0.0,98.87325286865234,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0005.mp4,real/Real_WEB,id11,,1,1.5081627368927002,-1.5081627368927002,0.0,112.77718353271484,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0006.mp4,real/Real_WEB,id11,,1,-0.9762937426567078,0.9762937426567078,0.0,129.86708068847656,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0007.mp4,real/Real_WEB,id11,,1,-2.57473087310791,2.57473087310791,0.0,100.8616943359375,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0008.mp4,real/Real_WEB,id11,,1,-6.148653507232666,6.148653507232666,0.0,104.21346282958984,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0009.mp4,real/Real_WEB,id11,,1,-1.3707711696624756,1.3707711696624756,0.0,124.02784729003906,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id11_0010.mp4,real/Real_WEB,id11,,1,-5.2840895652771,5.2840895652771,0.0,94.2579574584961,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0000.mp4,real/Real_WEB,id22,,1,-1.5001778602600098,1.5001778602600098,0.0,120.28124237060547,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0001.mp4,real/Real_WEB,id22,,1,-2.1014270782470703,2.1014270782470703,0.0,99.16188049316406,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0002.mp4,real/Real_WEB,id22,,1,-2.7258949279785156,2.7258949279785156,0.0,95.14302062988281,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0003.mp4,real/Real_WEB,id22,,1,-6.96486759185791,6.96486759185791,0.0,176.63931274414062,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0004.mp4,real/Real_WEB,id22,,1,-0.3167854845523834,0.3167854845523834,0.0,126.22589874267578,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0005.mp4,real/Real_WEB,id22,,1,3.0936379432678223,-3.0936379432678223,0.0,182.86740112304688,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0006.mp4,real/Real_WEB,id22,,1,-1.1892788410186768,1.1892788410186768,0.0,166.81031799316406,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0007.mp4,real/Real_WEB,id22,,1,-6.307931900024414,6.307931900024414,0.0,188.19595336914062,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0008.mp4,real/Real_WEB,id22,,1,-3.250771999359131,3.250771999359131,0.0,174.54141235351562,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id22_0009.mp4,real/Real_WEB,id22,,1,-14.59860897064209,14.59860897064209,0.0,206.49310302734375,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0000.mp4,real/Real_WEB,id23,,1,2.6371400356292725,-2.6371400356292725,0.0,99.14803314208984,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0001.mp4,real/Real_WEB,id23,,1,4.650479793548584,-4.650479793548584,0.0,122.0883560180664,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0002.mp4,real/Real_WEB,id23,,1,2.5432190895080566,-2.5432190895080566,0.0,92.50691223144531,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0003.mp4,real/Real_WEB,id23,,1,-2.8549880981445312,2.8549880981445312,0.0,115.0711669921875,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0004.mp4,real/Real_WEB,id23,,1,-0.5514757037162781,0.5514757037162781,0.0,118.58063507080078,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0005.mp4,real/Real_WEB,id23,,1,1.6203536987304688,-1.6203536987304688,0.0,90.39932250976562,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0006.mp4,real/Real_WEB,id23,,1,-2.8888397216796875,2.8888397216796875,0.0,110.70430755615234,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0007.mp4,real/Real_WEB,id23,,1,-10.04112434387207,10.04112434387207,0.0,192.17413330078125,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0008.mp4,real/Real_WEB,id23,,1,-0.1802627444267273,0.1802627444267273,0.0,110.12492370605469,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id23_0009.mp4,real/Real_WEB,id23,,1,2.5842247009277344,-2.5842247009277344,0.0,141.52479553222656,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id25_0000.mp4,real/Real_WEB,id25,,1,1.6863044500350952,-1.6863044500350952,0.0,124.71900939941406,30.0,0.0,0.0,0.0,0.0,0.0,0.0
CelebDFv3,/root/Datasets/CelebDFv3/CelebDFv3/REAL/Real_WEB/id25_0001.mp4,real/Real_WEB,id25,,1,1.5424654483795166,-1.5424654483795166,0.0,154.7546844482422,30.0,0.0,0.0,0.0,0.0,0.0,0.0
