dataset,path,method,target_id,donor_id,label_real,anomaly_score,predictive_mean,predictive_std,embedding_norm,fps,face_any_miss,face_miss_fraction,center_x_jitter,center_y_jitter,width_jitter,height_jitter
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__exit_phone_room.mp4,real,01,,1,-10.07960033416748,10.07960033416748,0.0,194.79930114746094,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__hugging_happy.mp4,real,01,,1,-2.913980484008789,2.913980484008789,0.0,82.16239166259766,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__kitchen_pan.mp4,real,01,,1,-2.374755859375,2.374755859375,0.0,202.84576416015625,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__kitchen_still.mp4,real,01,,1,1.5864129066467285,-1.5864129066467285,0.0,336.1878967285156,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__meeting_serious.mp4,real,01,,1,-4.518280982971191,4.518280982971191,0.0,187.70675659179688,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__outside_talking_pan_laughing.mp4,real,01,,1,-2.1882803440093994,2.1882803440093994,0.0,124.04130554199219,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__outside_talking_still_laughing.mp4,real,01,,1,-6.181567668914795,6.181567668914795,0.0,134.366455078125,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__podium_speech_happy.mp4,real,01,,1,-11.72934627532959,11.72934627532959,0.0,215.71084594726562,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__secret_conversation.mp4,real,01,,1,4.79099178314209,-4.79099178314209,0.0,357.20263671875,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__talking_against_wall.mp4,real,01,,1,-12.67199420928955,12.67199420928955,0.0,176.25706481933594,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__talking_angry_couch.mp4,real,01,,1,0.2978239059448242,-0.2978239059448242,0.0,258.7789611816406,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__walk_down_hall_angry.mp4,real,01,,1,-3.9827232360839844,3.9827232360839844,0.0,213.8090362548828,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__walking_and_outside_surprised.mp4,real,01,,1,-0.3532622456550598,0.3532622456550598,0.0,132.12069702148438,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__walking_down_indoor_hall_disgust.mp4,real,01,,1,7.038754940032959,-7.038754940032959,0.0,286.3912048339844,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__walking_down_street_outside_angry.mp4,real,01,,1,-3.595832586288452,3.595832586288452,0.0,121.82159423828125,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/01__walking_outside_cafe_disgusted.mp4,real,01,,1,-5.003348350524902,5.003348350524902,0.0,178.5722198486328,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__exit_phone_room.mp4,real,04,,1,-6.12318229675293,6.12318229675293,0.0,196.35076904296875,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__kitchen_pan.mp4,real,04,,1,-3.479428768157959,3.479428768157959,0.0,195.455078125,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__kitchen_still.mp4,real,04,,1,1.694777488708496,-1.694777488708496,0.0,283.8093566894531,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__outside_talking_pan_laughing.mp4,real,04,,1,-3.7122879028320312,3.7122879028320312,0.0,236.66334533691406,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__outside_talking_still_laughing.mp4,real,04,,1,-5.594025611877441,5.594025611877441,0.0,273.8377685546875,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__podium_speech_happy.mp4,real,04,,1,-9.945328712463379,9.945328712463379,0.0,215.90487670898438,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__secret_conversation.mp4,real,04,,1,4.833770751953125,-4.833770751953125,0.0,411.0132751464844,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__talking_against_wall.mp4,real,04,,1,-3.011820077896118,3.011820077896118,0.0,117.81909942626953,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__talking_angry_couch.mp4,real,04,,1,10.547407150268555,-10.547407150268555,0.0,241.3643035888672,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__walk_down_hall_angry.mp4,real,04,,1,-2.07535457611084,2.07535457611084,0.0,216.8164825439453,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__walking_down_street_outside_angry.mp4,real,04,,1,3.749974489212036,-3.749974489212036,0.0,145.77093505859375,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/04__walking_outside_cafe_disgusted.mp4,real,04,,1,-4.757176399230957,4.757176399230957,0.0,181.93238830566406,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/21__exit_phone_room.mp4,real,21,,1,-4.694158554077148,4.694158554077148,0.0,173.45883178710938,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/21__hugging_happy.mp4,real,21,,1,-1.8636902570724487,1.8636902570724487,0.0,124.94325256347656,24.0,0.0,0.0,0.0,0.0,0.0,0.0
DFD,/root/Datasets/DFD-Kaggle/DFD_original sequences/21__kitchen_pan.mp4,real,21,,1,-5.305688858032227,5.305688858032227,0.0,260.22528076171875,24.0,0.0,0.0,0.0,0.0,0.0,0.0
